,region_name,date,hospitalized_new,symptom:Angular cheilitis,symptom:Aphonia,symptom:Crackles,symptom:Dysautonomia,symptom:Hemolysis,symptom:Rectal pain,symptom:Shallow breathing,symptom:Ventricular fibrillation
179,South Dakota,2020-04-13,31.0,33.956574124199996,37.9099382634,31.6269131136,31.1327425962,68.7602977068,52.170287479799995,42.710451860999996,50.6171801394
180,South Dakota,2020-04-20,61.0,33.532999395,32.6858499366,36.00385198199999,49.064072799,80.9733690654,53.1586285146,53.93518218479999,66.2188493316
181,South Dakota,2020-04-27,62.0,40.945557156,31.1327425962,31.1327425962,39.2512582392,76.03166389139999,46.8050075766,50.123009622,51.8173085388
182,South Dakota,2020-05-04,64.0,31.1327425962,44.75772971879999,32.5446583602,31.1327425962,56.123651619,54.499948490399994,36.568618287599996,60.218207334599995
183,South Dakota,2020-05-11,51.0,31.1327425962,31.1327425962,40.592578214999996,31.1327425962,46.452028635599994,59.65344102899999,34.80372358259999,47.2285823058
184,South Dakota,2020-05-18,52.0,31.1327425962,31.1327425962,31.1327425962,48.7816896462,39.886620333,60.28880312279999,36.356830923,59.3710578762
185,South Dakota,2020-05-25,68.0,48.711093858,31.1327425962,41.510323461599995,40.592578214999996,39.6748329684,41.510323461599995,38.7570877218,64.94812514399999
186,South Dakota,2020-06-01,46.0,36.6392140758,31.1327425962,31.1327425962,45.6048791772,31.1327425962,45.6048791772,40.239599274,31.1327425962
187,South Dakota,2020-06-08,61.0,31.1327425962,31.1327425962,31.1327425962,60.4299946992,44.4047507778,31.1327425962,38.1923214162,43.5576013194
188,South Dakota,2020-06-15,69.0,31.1327425962,31.1327425962,31.1327425962,52.3114790562,46.0990496946,42.5692602846,31.1327425962,66.4306366962
189,South Dakota,2020-06-22,44.0,47.0873907294,31.1327425962,31.1327425962,63.9597841092,43.4870055312,39.9572161212,31.1327425962,55.064714796
190,South Dakota,2020-06-29,39.0,31.1327425962,31.1327425962,39.3218540274,50.3347969866,41.1573445206,48.4993064934,31.1327425962,51.252542233199996
191,South Dakota,2020-07-06,47.0,31.1327425962,49.6288391046,45.322496024399996,49.6288391046,31.1327425962,46.1696454828,52.240883268,54.85292743139999
192,South Dakota,2020-07-13,36.0,31.1327425962,37.3451719578,42.5692602846,66.9248072136,31.1327425962,60.85356942839999,34.80372358259999,66.9248072136
193,South Dakota,2020-07-20,27.0,46.240241270999995,31.1327425962,31.1327425962,61.065356793,31.1327425962,43.628197107599995,42.710451860999996,64.5245504148
194,South Dakota,2020-07-27,34.0,55.982460042599996,57.74735474759999,31.1327425962,69.9604261062,31.1327425962,48.1463275524,42.004493978999996,65.58348723779999
195,South Dakota,2020-08-03,41.0,42.14568555539999,31.1327425962,31.1327425962,68.830893495,59.3710578762,37.8393424752,31.1327425962,79.1378785722
196,South Dakota,2020-08-10,40.0,31.1327425962,31.1327425962,31.1327425962,41.016152944199995,38.474704569,31.1327425962,31.1327425962,57.25318423019999
197,South Dakota,2020-08-17,43.0,31.1327425962,34.0271699124,31.1327425962,44.828325506999995,53.93518218479999,49.8406264692,35.72146882919999,91.35094993079998
198,South Dakota,2020-08-24,58.0,42.5692602846,35.4390856764,52.0290959034,61.41833573399999,31.1327425962,55.911864254399994,45.67547496539999,62.1948894042
199,South Dakota,2020-08-31,62.0,48.1463275524,48.9228812226,67.34838194279999,45.67547496539999,52.09969169159999,51.32313802139999,44.122367624999995,77.79655859639999
200,South Dakota,2020-09-07,86.0,46.3108370592,32.968233089399995,48.640498069799996,71.37234187019999,109.07049276899998,56.47663056,37.6275551106,67.4895735192
201,South Dakota,2020-09-14,123.0,31.1327425962,50.6171801394,80.9733690654,38.121725628,94.245377247,47.5109654586,51.3937338096,87.9623520972
202,South Dakota,2020-09-21,185.0,31.1327425962,49.1346685872,60.0770157582,60.0770157582,97.5633792924,68.6897019186,38.2629172044,92.90405727119999
203,Wyoming,2020-03-09,0.0,9.9342246073,15.4278050353,14.6037679711,11.2160600405,15.931383241199999,9.9342246073,17.2589985113,10.712481834599998
204,Wyoming,2020-03-16,0.0,9.9342246073,16.1145025888,19.914229051499998,9.9342246073,12.9099140058,9.9342246073,23.118817634499997,9.9342246073
205,Wyoming,2020-03-23,15.0,9.9342246073,9.9342246073,14.466428460400001,9.9342246073,39.5995589185,15.0157865032,21.1960644847,9.9342246073
206,Wyoming,2020-03-30,8.0,9.9342246073,10.300463302499999,10.0257842811,9.9342246073,9.9342246073,9.9342246073,15.7940437305,9.9342246073
207,Wyoming,2020-04-06,17.0,9.9342246073,9.9342246073,9.9342246073,9.9342246073,14.0086300914,9.9342246073,13.5050518855,11.9943172678
208,Wyoming,2020-04-13,10.0,9.9342246073,9.9342246073,9.9342246073,9.9342246073,19.364871008700003,14.512208297299999,9.9342246073,9.9342246073
209,Wyoming,2020-04-20,4.0,9.9342246073,9.9342246073,22.5694595917,9.9342246073,25.087350621200002,13.8255107438,10.0257842811,10.8040415084
210,Wyoming,2020-04-27,6.0,9.9342246073,9.9342246073,9.9342246073,15.6109243829,13.0472535165,9.9342246073,12.2689962892,9.9342246073
211,Wyoming,2020-05-04,5.0,15.7940437305,9.9342246073,11.6280785726,11.902757594,15.2446856877,9.9342246073,9.9342246073,9.9342246073
212,Wyoming,2020-05-11,5.0,9.9342246073,9.9342246073,9.9342246073,9.9342246073,14.3290889497,9.9342246073,9.9342246073,12.4978954737
213,Wyoming,2020-05-18,8.0,9.9342246073,9.9342246073,9.9342246073,9.9342246073,9.9342246073,14.832667155600001,9.9342246073,12.6810148213
214,Wyoming,2020-05-25,7.0,9.9342246073,9.9342246073,9.9342246073,11.0787205298,9.9342246073,9.9342246073,9.9342246073,9.9342246073
215,Wyoming,2020-06-01,5.0,9.9342246073,9.9342246073,11.765418083299998,12.0400971047,9.9342246073,11.2160600405,9.9342246073,11.2160600405
216,Wyoming,2020-06-08,3.0,9.9342246073,9.9342246073,9.9342246073,12.0400971047,9.9342246073,15.8398235674,9.9342246073,9.9342246073
217,Wyoming,2020-06-15,7.0,12.4978954737,9.9342246073,9.9342246073,9.9342246073,9.9342246073,12.4978954737,9.9342246073,9.9342246073
218,Wyoming,2020-06-22,12.0,9.9342246073,9.9342246073,12.0858769416,9.9342246073,9.9342246073,9.9342246073,9.9342246073,14.2375292759
219,Wyoming,2020-06-29,7.0,9.9342246073,9.9342246073,9.9342246073,9.9342246073,9.9342246073,9.9342246073,9.9342246073,9.9342246073
220,Wyoming,2020-07-06,5.0,9.9342246073,9.9342246073,9.9342246073,15.5193647091,10.529362486999998,9.9342246073,9.9342246073,13.1388131903
221,Wyoming,2020-07-13,19.0,9.9342246073,9.9342246073,9.9342246073,10.987160856,9.9342246073,9.9342246073,9.9342246073,13.596611559300001
222,Wyoming,2020-07-20,15.0,9.9342246073,9.9342246073,9.9342246073,9.9342246073,9.9342246073,9.9342246073,9.9342246073,10.7582616715
223,Wyoming,2020-07-27,9.0,14.695327644899999,9.9342246073,13.1388131903,12.8641341689,9.9342246073,9.9342246073,9.9342246073,9.9342246073
224,Wyoming,2020-08-03,10.0,9.9342246073,9.9342246073,9.9342246073,12.818354331999998,9.9342246073,13.596611559300001,9.9342246073,9.9342246073
225,Wyoming,2020-08-10,14.0,9.9342246073,9.9342246073,9.9342246073,18.2661549231,9.9342246073,12.543675310600001,13.596611559300001,11.765418083299998
226,Wyoming,2020-08-17,16.0,9.9342246073,9.9342246073,9.9342246073,12.5894551475,9.9342246073,9.9342246073,9.9342246073,9.9342246073
227,Wyoming,2020-08-24,8.0,9.9342246073,9.9342246073,9.9342246073,15.4278050353,9.9342246073,9.9342246073,9.9342246073,11.353399551199999
228,Wyoming,2020-08-31,4.0,9.9342246073,9.9342246073,13.0472535165,12.2689962892,9.9342246073,12.0400971047,13.276152701,9.9342246073
229,Wyoming,2020-09-07,9.0,10.300463302499999,9.9342246073,12.5894551475,13.3677123748,11.582298735699998,9.9342246073,10.071564118000001,9.9342246073
230,Wyoming,2020-09-14,15.0,9.9342246073,9.9342246073,9.9342246073,14.512208297299999,9.9342246073,11.2618398774,9.9342246073,9.9342246073
231,Wyoming,2020-09-21,19.0,9.9342246073,9.9342246073,11.5365188988,16.2976219364,20.0515685622,9.9342246073,9.9342246073,14.7868873187
